"ime","cena","firma","kategorija","prodajalec","popust_procenti","popust_euro"
"ASUS Vivobook M6500RE- MA012W/39,6 cm (15,6"")/R7 6800HS /16B/1TB/RTX 3050 Ti/W11H prenosni računalnik","1.499,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 1 AMD Ryzen 5 7520U 15.6inch FHD 16GB 512GB UMA W11H Cloud Grey","499,99 €","LENOVO","Prenosni računalniki","Big Bang","16 %","100,00 €"
"LENOVO IdeaPad Gaming 3 Intel Core i5-11320H/39,6 cm (15,6"") FHD/16GB/512GB/RTX3050/W11H prenosni računalnik Shadow Black","1.002,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"GIGABYTE AERO 5 XE4-73EE614SH 39,6 cm (15,6"")/i7-12700H/RTX3070Ti/16GB/1TB/UHD OLED/W11H prenosni računalnik","2.599,99 €","GIGABYTE","Gaming prenosniki","Big Bang","0 %","0 €"
"HP ProBook 450 G9/15,6''/ i5/16GB/1TB SSD/W11Pro prenosni računalnik","950,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"ACER Nitro 16 AN16-41-R2JZ/16'' WUXGA IPS 165Hz/Ryzen 7 7735HS/32GB/512GB NVMe/RTX 4070/NoOS Black prenosni računalnik","2.349,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"HP 43,9 cm (17,3"") 470 G9 1920x1080 IPS 300nit i5-1235U/8GB/SSD512GB/BL/Iris XE/Win11Home prenosni računalnik","998,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad X1 Yoga G7 Intel Core i7-1260P/35,6 cm (14"")/WUXGA/16GB/512GB UMA/W11P prenosni računalnik storm grey MT 4G","3.227,99 €","LENOVO","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ACER Predator Helios 18 PH18-71-784S i7-13700HX/18"" WQXGA IPS 165Hz/16GB/512GB NVMe/RTX 4070/W11H Black prenosni računalnik","2.999,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"ACER Nitro 17 AN17-71-71VB 17.3'' QHD 165Hz IPS DDS/i7-13700HX/32GB/512GB SSD/RTX4060 6GB/NoOS prenosni računalnik","2.199,99 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"HP EliteBook 850 G8 / i7 / SSD / Touchscreen","1.199,00 €","HP","Poslovni prenosniki","SecondOption","0 %","0 €"
"ASUS TUF Gaming F15 FX507ZV4-HQ039W/15,6''/i7/16GB/512GB/RTX 4060/W11 Home prenosni računalnik","1.493,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO Legion 5 AMD Ryzen 7 6800H 15.6inch FHD 16GB 1TB RTX 3060 DOS Storm Grey","1.467,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"ACER Nitro 5 AN517-42-R664 43,9 cm (17,3"") FHD IPS 144Hz/AMD Ryzen 5 6600H/16GB/512GB/NVMe GeForce 3050 4GB GDDR5/NoOS prenosni računalnik črn","1.346,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad X13 G3 Intel Core i5-1235U/33 cm (13"") WUXGA/16GB/512GB/UMA/W11P prenosni računalnik Thunder Black","1.789,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS X515EA-BQ501 i5-1135 G7/8GB/256GB/W10 Home","539,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","6 %","36,00 €"
"ASUS ROG Zephyrus G15 GA503RW-LN105W 39,6 cm (15,6"")/R7-6800HS/RTX 3070 Ti/16GB/1TB/W11H prenosni računalnik","2.391,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 i5/12GB/512GB/W11H prenosni računalnik","549,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Nitro5 AN517-55-79LY i7-12700H/32GB/SSD 512GB/17,3''FHD IPS 144Hz/RTX 3070 8GB prenosni računalnik","1.799,00 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 5 15IAL7 15,6"" (39,6cm)/Intel Core i7-1255U/16GB/1TB (82SF008FSC) Windows 11 Home prenosni računalnik","1.113,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"HP ProBook 450 G9 i5-1235U/15.6"" FHD AG UWVA/8GB/512GB SSD/UMA/W11 Pro prenosni računalnik","1.090,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"TOSHIBA Dynabook Satellite Pro C40-G-11I 14""/Intel i3-10110U/8gb/256gb/No OS prenosni računalnik","357,99 €","TOSHIBA","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ROG Flow X13 GV301R 13,4""/R9/16GB/512GB/W11H/LJ106W prenosni računalnik","2.324,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ACER Predator Helios 18 PH18-71-97NQ i9-13900HX/18"" WQXGA IPS 165Hz/32GB/1TB NVMe/RTX 4070/W11H Black prenosni računalnik","3.199,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Strix SCAR 15 G533ZS-HF012/39,6 cm (15,6"")/i9-12900H/32GB/1TB/NoOS prenosni računalnik","2.417,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ACER Predator Helios 16 PH16-71-72Z3 i7-13700HX/16""/WQXGA/240Hz/16GB/512GB NVMe/RTX 4070/NoOS Black prenosni računalnik","2.355,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"ACER Nitro 5 AN517-42-R71F 43,9 cm (17,3"") QHD IPS 165Hz/AMD Ryzen 7 6800H/32GB/1TB/NVMe GeForce RTX3070Ti 8GB GDDR6/NoOS prenosni računalnik črn","2.118,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Strix G15 G513RM-HQ420/39,6 cm (15,6"")/R9 6900HX/8GB/1TB/GeForce RTX 3060/W11H prenosni računalnik","1.869,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming F15 FA507NU-LP031W Ryzen 7 7735HS/16GB/512GB4050/W11 gaming prenosni računalnik","1.329,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad Gaming 3 R7 5800H/39,6 cm (15,6"")/FHD/16GB/512GB/RTX 3060/W11H prenosni računalnik Shadow Black","1.398,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad L13 Yoga i5-1235U 8GB 256GB W11P prenosni računalnik","1.584,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkPad P15v G3 R7 PRO 6850H/15.6'' FHD/16GB/512GB/T1200/W11P prenosni računlanik","2.090,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP ProBook 450 G9/15,6''/ i5/16GB/1TB SSD/W11Pro prenosni računalnik","972,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO ThinkBook 15 G4 AMD Ryzen 7 5825U/39,6 cm (15,6"")/FHD/16GB/512GB/UMA/W11P prenosni računalnik črn","1.007,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ExpertBook B1 B1500CEAE-EJ2952X i5-1135G7/16GB/512GB/W10 Pro prenosni računalnik","761,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO IP GAMING 3 15""/I5/16GB/512GB/DOS (82K101DCSC) prenosni računalnik","999,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus M16 GU604VY-NM001X 40,6 cm (16"") WQXGA/Intel Core i9-13900H/32GB/2TB/NVMe GF RTX 4090 16GB/W11P AniMe prenosni računalnik","4.569,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Nitro 5 AN515-58-57W7 39,6 cm (15,6"") FHD IPS 144Hz/Intel Core i5-12500H/16GB/512GB/NVMe GeForce 3050 4GB GDDR5/NoOS prenosni računalnik črn","1.006,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"ACER Predator Helios 16 PH16-71-9310 i9-13900HX/16""/WQXGA/240Hz/32GB/1TB NVMe/RTX 4080/NoOS Black prenosni računalnik","3.599,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"HP ProBook 450 G9/15,6''/ i5/16GB/512GB SSD/W11Pro prenosni računalnik","921,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"ACER Nitro 5 AN515-58-76HK 39,6 cm (15,6"") FHD IPS 144Hz/Intel Core i7-12700H/16GB/512GB/NVMe GeForce 3050 4GB GDDR5/NoOS prenosni računalnik črn","1.087,99 €","Acer","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ExpertBook B5 B5402CEA-KI0185X/14''/i7-1195G7/16GB/512GB/W11 Pro prenosni računalnik","1.033,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"HP ENVY 17-cr0017nn i5-1240P/8/512/W11H prenosni računalnik","1.299,99 €","HP","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"TOSHIBA DYNABOOK Satellite Pro C50-H-11E 15.6""/Intel i5-1035G1/8GB/256GB/W10H prenosni racunalnik","769,99 €","TOSHIBA","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming A15 FA507RF-HN019 15.6''/FHD/IPS/144Hz/Ryzen 7 6800HS/512GB NVMe/RTX 2050/NoOS prenosni račnualnik","948,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad Gaming 3 Intel Core i7-12650H 16inch WUXGA 16GB 1TB RTX 3060 DOS Onyx Grey","1.376,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO V15 G3 (82TV004MSC) R7 39,6 cm (15,6"")/R7 5825U/16GB/512GB/DOS prenosni računalnik","639,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS Vivobook 15 X1502ZA- BQ1148W 39,6 cm (15,6"")/i3-1220P/8GB/512GB/W11H prenosni računalnik","516,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ASUS Vivobook Pro 16X M7600RE-OLED-L731X 40,6 cm (16"")/R7 6800H/16GB/1TB/RTX 3050 Ti/W11P prenosni računalnik","1.778,99 €","ASUS","Gaming prenosniki","Big Bang","0 %","0 €"
"Prenosnik HP Chromebook 14a-na0009na / Intel® Celeron® / RAM 4 GB / 14,0″ FHD","229,00 €","HP","Prenosniki za vsakdanjo uporabo","eSvet","0 %","0 €"
"LENOVO IdeaPad 3 15ALC6 15,6"" (35,56cm)/Ryzen 5 5500U/8GB/512GB/(82KU01M8SC)/W11H prenosni računalnik siv","497,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad Gaming 3 R5/40,6 cm (16"")/16GB/512GB/RTX3050/W11H prenosni računalnik","1.072,99 €","LENOVO","Gaming prenosniki","Big Bang","0 %","0 €"
"CHUWI HeroBook PLUS J4125/8GB/256GB/W10 Home prenosni računalnik","529,99 €","Chuwi","Prenosni računalniki","Big Bang","0 %","0 €"
"HP Laptop 15-fc0013nm AMD Ryzen 5 7520U 15.6inch FHD AG 16GB 512GB PCIe UMA W11H Warm Gold","579,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS Vivobook 15 X1502ZA- BQ1148W 39,6 cm (15,6"")/i3-1220P/8GB/512GB/W11P prenosni računalnik","561,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"TOSHIBA DYNABOOK Satellite Pro C50-H-11J 15.6""""/Intel i5-1035G1/8GB/512GB/W10H","799,99 €","TOSHIBA","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Flow X16 GV601RM -M5140W 40,6 cm (16"")/R7 6800HS/32GB/512GB/W11H prenosni računalnik","1.798,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"HP 250 G9/15,6''/i5/8GB/ 512GB SSD/W11H/W11H črn prenosni računalnik","632,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ExpertBook B5 Flip B5302FEA-LF0921X 33,8 cm (13,3"") Touch OLED FHD/Intel Core i5-1135G7/16GB/512GB/NVMe Iris Xe/W11P prenosni računalnik Star Black","1.279,99 €","ASUS","Multimedijski prenosniki","Big Bang","0 %","0 €"
"ASUS Strix G16 G614JV- N3180/16''/i7/16GB/1TB/RTX 4060/NoOS prenosni računalnik","1.770,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO LEGION PRO 7 i9-13900HX/40,6 cm (16"")/32GB/1TB/RTX 4080/W11H prenosni računalnik","3.899,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"DYNABOOK Satellite Pro C50-H-11G Intel Core i3-1005G1 8GB 256GB Windows 10 Full HD prenosni računalnik","599,99 €","TOSHIBA","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Strix SCAR 17 G733PY-LL003W 43,9 cm (17,3"") WQHD IPS 240Hz/AMD Ryzen 9 7945HX/32GB DDR5/2TB/NVMe GF RTX4090 16GB GDDR6 W11H prenosni računalnik črn","4.225,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Aspire 5 A515-56G-70WA Intel Core i7-1165G7 8GB 512GB MX350 W11H prenosni računalnik","699,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","30 %","300,00 €"
"ASUS TUF Gaming F15 FX507ZC4-HN002W 39,6 cm (15,6"")/i7-12700H/16GB/512GB/W11H prenosni računalnik","1.131,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS Vivobook Pro 16X M7600RE-OLED-L2067 40,6 cm (16"")/R9 6900HX/16GB/512GB/RTX 3050 Ti/W11P prenosni računalnik","1.896,99 €","ASUS","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS VivoBook 17 X1702ZA-AU511W 17.3"" FHD/Intel Core i5-1235U/8GB/512GB NVMe/Intel UHD Graphics/W11H Quiet Blue prenosni računalnik","803,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"GIGABYTE AORUS 5 SE4-73EE213SH 39,6 cm (15,6"")/i7-12700H/RTX 3070/16GB/512GB/W11H prenosni računalnik","2.099,99 €","GIGABYTE","Gaming prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus G16 GU603ZU-N3015W/16''/i7-12700H/16GB/512GB/RTX 4050/W11H prenosni računalnik","1.994,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ROG Strix G16 G614JV-N3075W 16''/IPS/165Hz/i7-13650HX 16GB/1TB NVMe/RTX 4060/W11H prenosni računalnik","1.981,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS VivoBook 15X M1503QA-OLED-L721W 15.6inch OLED FHD AMD Ryzen 7 5800H 16GB 512GB NVMe AMD Radeon Graphics W11H Quiet Blue prenosni računalnik","848,99 €","ASUS","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ROG Flow X16 GV601VI-NL010X Core i9-13900H/32GB/2TB/RTX 4070/W11P gaming prenosni računalnik","3.699,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"HP 17-cp2003nm 17.3i R5-7520U 8 512 W11","649,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"HP ProBook 450 G9/15,6''/ i5/8GB/1TB SSD/W11Pro prenosni računalnik","924,99 €","HP","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO V15 IGL Celeron 39,6 cm (15,6'')/8GB/256GB SSD/W10H prenosni računalnik","308,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"Matebook D15 i5/8GB/512GB WIN11 HUAWEI","899,99 €","HUAWEI","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ROG Strix G15 G513RC-HN088 15.6"" FHD IPS 144Hz/AMD Ryzen 7 6800HS/16GB/512GB NVMe/GeForce RTX 3050 4GB GDDR6/NoOS prenosni računalnik","1.197,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"Dynabook Portege X40-J-15Y i7-1165G7/16GB/512GB/14""FHD/backlight/3Y/W11 PRO prenosni računalnik","1.449,99 €","TOSHIBA","Poslovni prenosniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 15ITL 15,6""/i3-1115G4/Intel UHD/8GB/256GB/W10S prenosni računalnik, platinasto siv","499,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"MSI Katana GF66 12UDO Intel Core i7-12700H 15.6inch FHD 144Hz 8GB DDR5 512GB SSD RTX 3050ti NoOS prenosni računalnik","1.299,99 €","MSI","Gaming prenosniki","Big Bang","0 %","0 €"
"HP 250 G9/15,6''/i5/8GB/ 256GB SSD/W11H črn prenosni računalnik","499,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Aspire 5 A515-47-R6BW 15,6''FHD IPS/R5-5625U/16GB/SSD 512GB/W11H prenosni računalnik","599,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","25 %","200,00 €"
"HP Laptop 17-cn2061nm Intel Core i5-1235U 17.3inch FHD AG 8GB 512GB PCIe Intel Iris Xe W11H Natural Silver","699,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO ThinkBook 15 G4 AMD Ryzen 5 5625U/39,6 cm (15,6"")/FHD/16GB/512GB/UMA/W11P prenosni računalnik mineral grey","1.121,99 €","LENOVO","Poslovni prenosniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus M16 GU604VI-NM007W Core i9-13900H/32GB/1TB/RTX 4070/W11H gaming prenosni računalnik","3.319,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming F15 FX507VU4-LP053 15.6''/FHD/IPS/144Hz/i7-13700H/16GB/512GB NVMe/RTX 4050/NoOS prenosni računalnik","1.412,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS TUF Gaming F15 FX507ZV4-HQ050 15.6''/WQHD/IPS/165Hz/i7-12700H/16GB/1TB NVMe/RTX 4060/NoOS prenosni računalnik","1.498,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 AMD Ryzen 7 5700U/43,9 cm (17,3"") FHD/12GB/512GB/UMA/W11H prenosni računalnik Arctic Grey","855,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO Legion 5 AMD Ryzen 7 6800H 15.6inch FHD 16GB 512GB RTX 3050 Ti W11H Storm Grey","1.298,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 15 i5-1135G7/8GB/512GB/W11 Home prenosni računalnik","577,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ACER Nitro 5 AN515-46-R17V R7-6800H/16GB/SSD 512GB/15,6''FHD IPS 144Hz/RTX 3050 4GB/NoOS prenosni računalnik","1.270,99 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"Prenosnik HP ZBook 15 Studio G8 / Intel i7 / 16GB / Quadro 4GB / i7 / RAM 16 GB / SSD Disk / 15,6″ FHD","2.399,00 €","HP","Poslovni prenosniki","SecondOption","0 %","0 €"
"MS Surface Laptop 5 Intel Core i5-1235U 13inch 16GB 512GB UMA W11H CEE EM Platinum SLO Gravura","1.899,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ACER Aspire 3 A315-56-54M i5-1035G1/2x4GB/256 GB SSD/15.6"" FHD/UMA/W11 Home prenosni računalnik","584,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad Gaming 3 Intel Core i7-12650H 16inch WUXGA 16GB 1TB RTX 3050 Ti DOS Onyx Grey","1.198,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO V15 G3 Intel Core i3-1215U/39,6 cm (15,6"") FHD/8GB/256GB/UMA/W11H prenosni računalnik Business Black","433,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ACER Nitro 5 AN517-55-73PG i7-12700H/16GB/SSD 512GB/17,3''FHD IPS 144Hz/RTX 3060 6GB/NoOS prenosni računalnik","1.494,99 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ROG Flow X16 GV601VU-NL029X 40,6 cm (16"") Touch WQXGA Mini LED 240Hz/Intel Core i9-13900H/16GB DDR5/1TB/NVMe GF RTX4050 6GB/W11P prenosni računalnik črn","2.649,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 AMD Ryzen 7 5700U/39,6 cm (15,6"")/16GB/512GB/UMA/W11H prenosni računalnik Arctic Grey","698,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ACER Predator Helios 18 PH18-71-913H/18'' WQXGA IPS 250Hz Mini LED/i9-13900HX/32GB/1TB NVMe/RTX 4080/W11H Black prenosni računalnik","3.999,99 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14 UM3402YAR -KP521W Ryzen 5 7530U/16GB/1TB/W11H prenosni računalnik","866,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 AMD Ryzen 5 5500U/43,9 cm (17,3"") FHD/12GB/512GB/UMA/DOS prenosni računalnik Arctic Grey","598,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus G16 GU603VU-N4001W 40,6 cm (16"") WQXGA IPS 240Hz/Intel Core i7-13620H/16GB/512GB NVMe/GeForce RTX 4050 6GB GDDR6/W11H prenosni računalnik","2.093,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"HUAWEI MateBook X 13"" i5-10210U/16GB/512GB/Intel UHD/W10H Green prenosni računalnik","1.499,99 €","HUAWEI","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO V15 G2 39,6 cm (15,6"") FHD/R3 5300U/8GB/256GB SSD/W10H prenosni računalnik","397,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"ASUS ExpertBook B9 B9400CEA-KC1228X 14inch FHD IPS Intel Core i7-1165G7/35,6 cm (14"")/16GB/512GB/NVMe Intel IrisXe/NumberPad/W11P prenosni računalnik Star Black","1.406,67 €","ASUS","Poslovni prenosniki","E-misija d.o.o.","0 %","0 €"
"HP ProBook 470 G9 i7-1255U/16GB/1TB/MX550/FreeDOS prenosni računalnik","1.053,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"MSI Katana GF66 12UCO Intel Core i5-12500H/15.6inch FHD 144Hz/8GB/512GB SSD/RTX 3050/NoOS prenosni računalnik","1.049,99 €","MSI","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 15 R7 5700U/39,6 cm (15,6"")/12GB/512GB/W11H prenosni računalnik","749,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 15ABA7 15,6"" (35,56cm)/Ryzen 5 5625U/8GB/512GB/82RN008VSC/W11H prenosni računalnik siv","515,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"MS Surface Laptop 5 Intel Core i7-1255U 15inch 8GB 512GB UMA W11H CEE EM Black","1.849,99 €","MICROSOFT","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO IdeaPad Gaming 3 AMD Ryzen 7 6800H/15.6"" FHD/16GB/1TB/RTX 3050 Ti/W11 Home/Onyx Grey prenosni računalnik","1.382,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"MSI Katana GF66 12UDO Intel Core i5-12500H 15.6inch FHD 144Hz 8GB DDR5 512GB SSD RTX 3050ti NoOS prenosni računalnik","1.149,99 €","MSI","Gaming prenosniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad Gaming 3 AMD Ryzen 7 6800H 15.6inch FHD 16GB 512GB RTX 3050 Ti W11H Onyx Grey","1.235,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad Gaming 3 Intel Core i7-12650H 16inch WUXGA 16GB 512GB RTX 3050 W11H Onyx Grey","1.235,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Aspire 5 A515-47-R4P4 39,6 cm (15,6"") FHD IPS/AMD Ryzen 5 5625U/32GB/516GB/NVMe Radeon 7-core/NoOS prenosni računalnik gray","829,99 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 Intel Core i3-1115G4/39,6 cm (15,6"") FHD/8GB/512GB/UMA/W11H prenosni računalnik Arctic Grey","498,99 €","LENOVO","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ZenBook 14 UX3402VA-OLED-KM731X i7-1360P/16GB/1TB NVMe/Intel Iris Xe/NumberPad/W11Pro (Ponder Blue) prenosni računalnik","1.549,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Nitro 5 AN517-42-R5RC 43,9 cm (17,3"") FHD IPS 144Hz/AMD Ryzen 7 6800H/32GB/512GB/NVMe GeForce 3070 8GB GDDR6/W11H prenosni računalnik črn RGB","2.002,99 €","Acer","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ROG Strix SCAR 16 G634JZ-NM002X 40,6 cm (16"") Intel Core i9-13980HX/32GB/1TB+1TB/NVME RTX4080 NP/W11P prenosni računalnik črn","3.749,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"ASUS ROG Zephyrus G14 GA402XZ-NC009W 14inch WQXGA Mini LED 165Hz AMD Ryzen 9 7940HS 32GB DDR5 1TB NVMe GF RTX 4080 12GB GDDR6 W11H","3.899,99 €","ASUS","Prenosni računalniki","Big Bang","0 %","0 €"
"LENOVO IdeaPad 3 AMD Ryzen 5 5500U/43,9 cm (17,3"") FHD/12GB/512GB/UMA/W11H prenosni računalnik Arctic Grey","697,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO ThinkBook 15 G4 Intel Core i5-1235U/39,6 cm (15,6"") FHD/16GB/512GB/UMA/W11H prenosni računalnik Mineral Grey","882,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"LENOVO ThinkBook 15 G4 Intel Core i7-1255U/39,6 cm (15,6"") FHD/16GB/1TB/UMA/DOS prenosni računalnik Mineral Grey","998,99 €","LENOVO","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
"HP EliteBook 840 G9/14''/ i7-1255U/16GB/1TB SSD/W11P prenosni računalnik","1.783,99 €","HP","Prenosni računalniki","Big Bang","0 %","0 €"
"ACER Aspire 3 A317-53-541W 43,9 cm (17,3"") FHD IPS/Intel Core i5-1135G7/16GB/512GB/NVMe Intel Iris Xe/NoOS prenosni računalnik silver","805,99 €","Acer","Prenosniki za vsakdanjo uporabo","Big Bang","0 %","0 €"
